DateTime,Gold Prices - 100 Year Historical Chart
2/1/2021 0:00,1728.8
3/1/2021 0:00,1715.24
4/1/2021 0:00,1767.7
5/1/2021 0:00,1904.74
6/1/2021 0:00,1771.6
7/1/2021 0:00,1814.12
8/1/2021 0:00,1815.8
9/1/2021 0:00,1756.66
10/1/2021 0:00,1783.9
11/1/2021 0:00,1775.92
12/1/2021 0:00,1828.6
1/1/2022 0:00,1796.12
2/1/2022 0:00,1900.7
3/1/2022 0:00,1953.04
4/1/2022 0:00,1911.7
5/1/2022 0:00,1847.26
6/1/2022 0:00,1817.4548
7/1/2022 0:00,1766.4309
8/1/2022 0:00,1708.58
9/1/2022 0:00,1660.8799
10/1/2022 0:00,1632.38
11/1/2022 0:00,1768.61
12/1/2022 0:00,1824.3233
1/1/2023 0:00,1928.1201
2/1/2023 0:00,1826.7404
3/1/2023 0:00,1969.5459
4/1/2023 0:00,1990.6
5/1/2023 0:00,1965.2
6/1/2023 0:00,1919.5693
7/1/2023 0:00,1964.3387
8/1/2023 0:00,1939.8281
9/1/2023 0:00,1848.4898
10/1/2023 0:00,1984.0109
11/1/2023 0:00,2044.8957
12/1/2023 0:00,2062.9233
1/1/2024 0:00,2039.1538
2/1/2024 0:00,2044.1997
3/1/2024 0:00,2231.5551
4/1/2024 0:00,2285.9886
5/1/2024 0:00,2327.2836
6/1/2024 0:00,2326.7177
7/1/2024 0:00,2447.3573
8/1/2024 0:00,2503.3796
9/1/2024 0:00,2634.7649
10/1/2024 0:00,2746.7019
11/1/2024 0:00,2651.2196
12/1/2024 0:00,2624.603
1/1/2025 0:00,2798.1969
2/1/2025 0:00,2858.0493
3/1/2025 0:00,3123.0822
4/1/2025 0:00,3288.7814
5/1/2025 0:00,3289.5548
6/1/2025 0:00,3433.1581
