Gold_Spot,Crude_Oil,Gold_Futures,Gold_ETF,Silver_Fututes,S&P_500,NASDAQ,USD_Index,CPI,Fed_Funds_Rate,M2_Supply,Unemployment,Treasury_Yield_10Y,Real_Interest_Rate,^VIX,GPR,GPRT,GPRA
1260.26,46.04000092,1240.699951,118.0199966,16.56800079,2423.409912,6140.419922,111.9896,244.163,1.04,13558.5,4.3,2.19,0.58,11.18000031,126.78901672363281,113.16846466064453,146.67166137695312
1236.22,50.16999817,1266.599976,120.75,16.75,2470.300049,6348.120117,109.8177,244.243,1.15,13615.4,4.3,2.32,0.48,10.26000023,102.81346130371094,125.59920501708984,71.9550552368164
1282.32,47.22999954,1316.199951,125.8199997,17.47999954,2471.649902,6428.660156,109.3686,245.183,1.16,13674.6,4.4,2.21,0.36,10.59000015,138.5316162109375,160.02310180664062,108.43595123291016
1314.98,51.66999817,1281.5,121.5800018,16.60700035,2519.360107,6495.959961,110.0867,246.435,1.15,13723.0,4.3,2.2,0.49,9.510000229,115.5344467163086,142.1448974609375,84.09626770019531
1279.51,54.38000107,1267.0,120.6699982,16.64500046,2575.26001,6727.669922,111.8052,246.626,1.15,13782.3,4.2,2.36,0.5,10.18000031,91.4615707397461,109.23060607910156,69.15699768066406
1282.28,57.40000153,1273.199951,121.0999985,16.38199997,2647.580078,6873.970215,110.4648,247.284,1.16,13814.9,4.2,2.35,0.56,11.27999973,92.59601593017578,103.94397735595703,80.11587524414062
1261.26,60.41999817,1306.300049,123.6500015,17.05999947,2673.610107,6903.390137,110.0783,247.805,1.3,13873.8,4.1,2.4,0.44,11.03999996,82.71825408935547,95.908447265625,62.65747833251953
1331.67,64.73000336,1339.0,127.6500015,17.20400047,2823.810059,7411.47998,106.7695,248.859,1.41,13883.2,4.0,2.58,0.61,13.53999996,92.42678833007812,107.64431762695312,75.66629028320312
1331.53,61.63999939,1315.5,125.0,16.3239994,2713.830078,7273.009766,108.3901,249.529,1.42,13919.3,4.1,2.86,0.75,19.85000038,64.49137115478516,74.68311309814453,52.002201080322266
1324.66,64.94000244,1322.800049,125.7900009,16.22299957,2640.870117,7063.450195,107.4783,249.577,1.51,13976.0,4.0,2.84,0.69,19.96999931,111.96229553222656,146.9270782470703,64.55758666992188
1334.74,68.56999969,1316.199951,124.5899963,16.31200027,2648.050049,7066.27002,109.3356,250.227,1.69,13993.9,4.0,2.87,0.78,15.93000031,123.26347351074219,146.39566040039062,94.30585479736328
1303.03,67.04000092,1300.099976,123.0999985,16.40200043,2705.27002,7442.120117,111.988,250.792,1.7,14049.6,3.8,2.98,0.76,15.43000031,125.66661834716797,172.21670532226562,63.21790313720703
1281.57,74.15000153,1251.300049,118.6500015,16.10400009,2718.370117,7510.299805,113.2583,251.018,1.82,14109.9,4.0,2.91,0.74,16.09000015,103.96858978271484,137.0244598388672,56.64043426513672
1238.53,68.76000214,1223.699951,115.9899979,15.5,2816.290039,7671.790039,112.7297,251.214,1.91,14144.2,3.8,2.89,0.84,12.82999992,110.02842712402344,129.1023406982422,84.4084701538086
1201.25,69.80000305,1200.300049,113.5100021,14.43799973,2901.52002,8109.540039,114.275,251.663,1.91,14193.9,3.8,2.89,0.78,12.85999966,112.74168395996094,145.11407470703125,68.57559204101562
1198.47,73.25,1191.5,112.7600021,14.62300014,2913.97998,8046.350098,113.8072,252.182,1.95,14229.3,3.7,3.0,0.91,12.11999989,75.05390930175781,88.62364196777344,51.163917541503906
1215.39,65.30999756,1212.300049,115.1500015,14.22900009,2711.73999,7305.899902,116.5268,252.772,2.19,14241.4,3.8,3.15,1.1,21.22999954,92.0164794921875,115.21215057373047,61.150474548339844
1220.95,50.93000031,1220.199951,115.5400009,14.09399986,2760.169922,7330.540039,116.4121,252.594,2.2,14260.8,3.8,3.12,1.04,18.06999969,80.40758514404297,105.16685485839844,47.40216827392578
1247.92,45.40999985,1278.300049,121.25,15.43299961,2506.850098,6635.279785,115.5667,252.767,2.27,14382.6,3.9,2.83,0.98,25.42000008,90.607666015625,106.06269836425781,66.24092864990234
1291.75,53.79000092,1319.699951,124.75,16.02199936,2704.100098,7281.740234,113.5476,252.561,2.4,14446.1,4.0,2.71,0.78,16.56999969,87.42410278320312,112.98045349121094,55.7335090637207
1320.07,57.22000122,1312.800049,123.9899979,15.53800011,2784.48999,7532.529785,114.1971,253.319,2.4,14481.2,3.8,2.68,0.78,14.77999973,96.80016326904297,127.857421875,57.51169967651367
1300.9,60.13999939,1293.0,122.0100021,15.06000042,2834.399902,7729.319824,115.1364,254.277,2.41,14526.2,3.8,2.57,0.53,13.71000004,82.32829284667969,90.78959655761719,66.64120483398438
1286.45,63.90999985,1282.800049,121.1999969,14.89999962,2945.830078,8095.390137,115.3268,255.233,2.42,14554.5,3.7,2.53,0.56,13.11999989,79.25344848632812,95.45539855957031,57.51552963256836
1283.95,53.5,1305.800049,123.3300018,14.52999973,2752.060059,7453.149902,116.7279,255.296,2.39,14652.4,3.6,2.4,0.4,18.70999908,106.4719009399414,134.97251892089844,64.66343688964844
1359.04,58.47000122,1409.699951,133.1999969,15.25300026,2941.76001,8006.240234,114.5834,255.213,2.38,14771.4,3.6,2.07,0.31,15.07999992,106.58845520019531,142.6534881591797,53.42063903808594
1412.98,58.58000183,1426.099976,133.2100067,16.34600067,2980.379883,8175.419922,115.4955,255.802,2.4,14853.5,3.7,2.06,0.26,16.12000084,93.52125549316406,126.93077850341797,47.41885757446289
1498.8,55.09999847,1519.099976,143.75,18.18499947,2926.459961,7962.879883,118.16,256.036,2.13,14934.7,3.6,1.63,-0.05,18.97999954,103.4044189453125,124.72541809082031,70.09744262695312
1511.31,54.06999969,1465.699951,138.8699951,16.89800072,2976.73999,7999.339844,117.9488,256.43,2.04,15031.4,3.5,1.7,0.15,16.23999977,90.36798858642578,110.8709487915039,67.81023406982422
1494.8,54.18000031,1511.400024,142.4299927,18.01399994,3037.560059,8292.360352,115.9137,257.155,1.83,15167.3,3.6,1.71,0.15,13.22000027,97.83673095703125,121.31104278564453,69.96658325195312
1470.02,55.16999817,1465.599976,137.8600006,16.96899986,3140.97998,8665.469727,117.1218,257.879,1.55,15276.9,3.6,1.81,0.17,12.61999989,73.07838439941406,84.5873031616211,53.03253173828125
1476.04,61.06000137,1519.5,142.8999939,17.82799911,3230.780029,8972.599609,114.6697,258.63,1.55,15348.0,3.6,1.86,0.15,13.77999973,74.27989196777344,80.11077117919922,63.33135223388672
1560.67,51.56000137,1582.900024,149.3300018,17.97200012,3225.52002,9150.94043,115.7342,259.127,1.55,15416.8,3.6,1.76,-0.14,18.84000015,138.4209442138672,190.8443603515625,81.65093994140625
1597.1,44.75999832,1564.099976,148.3800049,16.38699913,2954.219971,8567.370117,117.6573,259.25,1.58,15467.0,3.5,1.5,-0.28,40.11000061,75.95555877685547,87.1624526977539,56.68605041503906
1591.93,20.47999954,1583.400024,148.0500031,14.09799957,2584.590088,7700.100098,122.5394,258.076,0.65,15993.8,4.4,0.87,-0.17,53.54000092,81.54003143310547,97.09007263183594,62.90298843383789
1682.93,18.84000015,1684.199951,158.8000031,14.89799976,2912.429932,8889.549805,122.3375,256.032,0.05,17005.8,14.8,0.66,-0.43,34.15000153,69.33940124511719,81.76082611083984,47.59123229980469
1716.38,35.49000168,1736.900024,162.9100037,18.44000053,3044.310059,9489.870117,120.953,255.802,0.05,17853.4,13.2,0.67,-0.5,27.51000023,68.50721740722656,83.35546112060547,42.29555892944336
1732.22,39.27000046,1793.0,167.3699951,18.54100037,3100.290039,10058.76953,120.4746,257.042,0.08,18141.1,11.0,0.73,-0.68,30.43000031,71.22785949707031,85.86660766601562,49.760887145996094
1843.31,40.27000046,1962.800049,185.4299927,24.18899918,3271.120117,10745.26953,117.2208,258.352,0.09,18298.0,10.2,0.62,-1.0,24.45999908,66.47328186035156,88.73797607421875,36.25208282470703
1968.56,42.61000061,1967.599976,184.8300018,28.43700027,3500.310059,11775.45996,115.7717,259.316,0.1,18364.3,8.4,0.65,-1.08,26.40999985,65.46604919433594,90.00911712646484,28.454627990722656
1922.21,40.22000122,1887.5,177.1199951,23.43300056,3363.0,11167.50977,116.957,259.997,0.09,18596.6,7.8,0.68,-0.94,26.37000084,80.37738037109375,101.25764465332031,49.51808166503906
1900.28,35.79000092,1877.400024,176.1999969,23.61700058,3269.959961,10911.58984,116.1417,260.319,0.09,18751.3,6.9,0.79,-0.82,38.02000046,76.08316802978516,97.65258026123047,42.68144226074219
1863.49,45.34000015,1775.699951,166.6699982,22.5340004,3621.629883,12198.74023,113.2308,260.911,0.09,18979.1,6.7,0.87,-0.93,20.56999969,70.06746673583984,79.03644561767578,62.31394577026367
1855.96,48.52000046,1893.099976,178.3600006,26.33200073,3756.070068,12888.28027,111.324,262.045,0.09,19133.2,6.7,0.93,-1.06,22.75,64.06729125976562,86.81527709960938,31.744428634643555
1866.99,52.20000076,1847.300049,172.6100006,26.89999962,3714.23999,13070.69043,111.9604,262.639,0.09,19359.7,6.4,1.08,-1.02,33.09000015,77.418701171875,98.47562408447266,48.2874870300293
1808.18,61.5,1728.099976,161.8099976,26.40200043,3811.149902,13192.34961,112.8433,263.573,0.08,19596.7,6.2,1.26,-0.71,27.95000076,73.95680236816406,94.48355865478516,46.326778411865234
1718.23,59.15999985,1713.800049,159.9600067,24.5170002,3972.889893,13246.87012,113.8351,264.847,0.07,19823.4,6.1,1.61,-0.63,19.39999962,78.61876678466797,100.85202026367188,49.41804122924805
1761.68,63.58000183,1767.300049,165.6600037,25.85300064,4181.169922,13962.67969,112.0959,266.625,0.07,20160.6,6.1,1.64,-0.76,18.61000061,88.16622161865234,109.58695983886719,67.87379455566406
1853.22,66.31999969,1902.5,178.3800049,27.99300003,4204.109863,13748.74023,110.7711,268.404,0.06,20426.9,5.8,1.62,-0.84,16.76000023,93.00713348388672,120.7828369140625,52.62611389160156
1834.57,73.47000122,1770.800049,165.6300049,26.16500092,4297.5,14503.9502,112.5613,270.71,0.08,20474.7,5.9,1.52,-0.87,15.82999992,74.12712097167969,92.54654693603516,46.34864044189453
1807.09,73.94999695,1812.599976,169.8200073,25.52799988,4395.259766,14672.67969,112.6808,271.965,0.1,20628.7,5.4,1.32,-1.16,18.23999977,58.42076873779297,64.03631591796875,50.7158317565918
1783.97,68.5,1815.0,169.6900024,23.95999908,4522.680176,15259.24023,113.1175,272.752,0.09,20811.0,5.1,1.28,-1.03,16.47999954,89.4865493774414,103.20159149169922,76.48285675048828
1777.25,75.02999878,1755.300049,164.2200012,22.02099991,4307.540039,14448.58008,114.6504,273.942,0.08,20978.6,4.7,1.37,-0.85,23.13999939,80.69696807861328,92.04731750488281,67.94027709960938
1776.85,83.56999969,1783.0,166.6499939,23.94499969,4605.379883,15498.38965,114.149,276.528,0.08,21142.9,4.5,1.58,-0.96,16.26000023,79.02923583984375,93.80802917480469,61.149112701416016
1820.23,66.18000031,1773.599976,165.5,22.76499939,4567.0,15537.69043,116.2206,278.824,0.08,21316.7,4.2,1.56,-1.07,27.19000053,86.56914520263672,121.5009536743164,39.74269104003906
1786.65,75.20999908,1827.5,170.9600067,23.32799911,4766.180176,15644.96973,115.2969,280.806,0.08,21471.0,3.9,1.47,-1.04,17.21999931,105.34542083740234,155.3102569580078,47.65493392944336
1816.77,88.15000153,1795.0,168.0899963,22.39500046,4515.549805,14239.87988,115.5742,282.542,0.08,21585.9,4.0,1.76,-0.65,24.82999992,138.67498779296875,199.48751831054688,63.251529693603516
1856.3,95.72000122,1899.400024,178.3800049,24.36100006,4373.939941,13751.40039,115.2317,284.525,0.08,21684.2,3.8,1.93,-0.79,30.14999962,216.1590118408203,320.6058654785156,105.21830749511719
1947.83,100.2799988,1949.199951,180.6499939,25.12100029,4530.410156,14220.51953,115.2254,287.467,0.2,21720.8,3.7,2.13,-0.52,20.55999947,318.9549255371094,403.713623046875,250.9558563232422
1933.9,104.6900024,1909.300049,176.9100037,23.04000092,4131.930176,12334.63965,119.4936,288.582,0.33,21749.6,3.7,2.75,0.01,33.40000153,191.14309692382812,221.91055297851562,184.41781616210938
1848.3,114.6699982,1842.699951,171.1399994,21.65099907,4132.149902,12081.38965,118.0689,291.299,0.77,21689.9,3.6,2.9,0.21,26.19000053,142.25848388671875,166.424560546875,140.13734436035156
1833.83,105.7600021,1804.099976,168.4600067,20.28199959,3785.379883,11028.74023,120.9718,295.072,1.21,21642.5,3.6,3.14,0.65,28.70999908,130.7073211669922,160.72695922851562,114.81468963623047
1736.37,98.62000275,1762.900024,164.1000061,20.15600014,4130.290039,12390.69043,121.7793,294.94,1.68,21641.8,3.5,2.9,0.14,21.32999992,117.17676544189453,141.24293518066406,97.83872985839844
1765.65,89.55000305,1712.800049,159.2700043,17.76199913,3955.0,11816.2002,123.5407,295.162,2.33,21606.6,3.6,2.9,0.67,25.87000084,132.86322021484375,159.38302612304688,111.15857696533203
1682.97,79.48999786,1662.400024,154.6699982,18.95999908,3585.620117,10575.62012,127.5159,296.421,2.56,21520.5,3.5,3.52,1.68,31.62000084,131.98587036132812,170.31179809570312,108.6280746459961
1664.45,86.52999878,1635.900024,151.9100037,19.125,3871.97998,10988.15039,127.6272,297.979,3.08,21424.6,3.6,3.98,1.58,25.87999916,143.16241455078125,185.2843017578125,112.6750259399414
1726.45,80.55000305,1746.0,164.8099976,21.54999924,4080.110107,11468.0,123.5276,298.708,3.78,21358.0,3.6,3.89,1.34,20.57999992,116.7162857055664,143.0465545654297,98.68260955810547
1796.74,80.26000214,1819.699951,169.6399994,23.86199951,3839.5,10466.48047,121.4392,298.808,4.1,21219.3,3.5,3.62,1.58,21.67000008,111.19593811035156,119.1385269165039,109.772216796875
1898.63,78.87000275,1929.5,179.4100037,23.74799919,4076.600098,11584.5498,118.991,300.456,4.33,21205.1,3.5,3.53,1.28,19.39999962,104.26704406738281,113.02135467529297,94.62993621826172
1854.54,77.05000305,1828.900024,169.7799988,20.96100044,3970.149902,11455.54004,121.4062,301.476,4.57,21184.6,3.6,3.75,1.49,20.70000076,120.99437713623047,147.05015563964844,103.02875518798828
1912.73,75.66999817,1969.0,183.2200012,24.07600021,4109.310059,12221.91016,119.4611,301.643,4.65,20876.3,3.5,3.66,1.16,18.70000076,105.37997436523438,125.08584594726562,86.75404357910156
2000.42,76.77999878,1990.099976,184.8000031,24.99900055,4169.47998,12226.58008,119.376,302.858,4.83,20729.9,3.4,3.46,1.26,15.77999973,106.80965423583984,118.16682434082031,93.2484130859375
1990.22,68.08999634,1963.900024,182.3200073,23.47400093,4179.830078,12935.29004,121.1527,303.316,5.06,20801.4,3.6,3.57,1.46,17.94000053,108.46768188476562,122.47150421142578,92.75943756103516
1942.9,70.63999939,1921.099976,178.2700043,22.80999947,4450.379883,13787.91992,119.7118,304.099,5.08,20782.6,3.6,3.75,1.59,13.59000015,110.52894592285156,129.40652465820312,95.2789077758789
1948.85,81.80000305,1970.5,182.3500061,24.85400009,4588.959961,14346.01953,118.1738,304.615,5.12,20772.2,3.5,3.9,1.6,13.63000011,107.44878387451172,123.80915069580078,91.76800537109375
1920.03,83.62999725,1938.199951,180.0200043,24.47200012,4507.660156,14034.96973,120.5882,306.138,5.33,20746.9,3.7,4.17,1.85,13.56999969,101.14118194580078,117.60943603515625,83.60504913330078
1916.96,90.79000092,1848.099976,171.4499969,22.23600006,4288.049805,13219.32031,122.6332,307.374,5.33,20720.0,3.8,4.38,2.24,17.52000046,98.63481140136719,125.65179443359375,68.4659194946289
1913.04,81.01999664,1985.199951,184.0899963,22.8409996,4193.799805,12851.24023,124.1229,307.653,5.33,20687.2,3.9,4.8,2.46,18.13999939,197.8870086669922,205.04005432128906,221.80393981933594
1985.27,75.95999908,2038.099976,188.75,25.29299927,4567.799805,14226.21973,120.5421,308.087,5.33,20696.7,3.7,4.5,2.14,12.92000008,156.69613647460938,143.49435424804688,189.5543975830078
2029.29,71.65000153,2062.399902,191.1699982,23.85300064,4769.830078,15011.34961,118.7686,308.735,5.33,20701.3,3.8,4.02,1.72,12.44999981,142.2794647216797,136.1783905029297,173.96380615234375
2034.04,75.84999847,2048.399902,188.4499969,23.0510006,4845.649902,15164.00977,120.7727,309.794,5.33,20773.2,3.7,4.06,1.73,14.35000038,160.1648406982422,140.83609008789062,208.05421447753906
2023.24,78.26000214,2045.699951,189.3099976,22.66600037,5096.27002,16091.91992,121.5385,311.022,5.33,20861.2,3.9,4.21,1.92,13.39999962,146.50233459472656,140.15296936035156,171.0692596435547
2158.01,83.16999817,2217.399902,205.7200012,24.79700089,5254.350098,16379.45996,121.4062,312.107,5.33,20901.1,3.9,4.21,1.88,13.01000023,133.0169219970703,121.36064147949219,151.59036254882812
2335.49,81.93000031,2291.399902,211.8699951,26.39100075,5035.689941,15657.82031,123.3446,313.016,5.33,20932.6,3.9,4.54,2.28,15.64999962,163.73634338378906,170.697998046875,165.56939697265625
2352.14,76.98999786,2322.899902,215.3000031,30.29700089,5277.509766,16735.01953,122.4845,313.14,5.33,20996.9,4.0,4.48,2.16,12.92000008,130.41018676757812,131.33465576171875,133.04037475585938
2326.33,81.54000092,2327.699951,215.0099945,29.23699951,5460.47998,17732.59961,124.5172,313.131,5.33,21065.2,4.1,4.31,2.08,12.43999958,112.88140869140625,125.71302795410156,109.31633758544922
2395.31,77.91000366,2426.5,226.5500031,28.77799988,5522.299805,17599.40039,123.9223,313.566,5.33,21097.7,4.2,4.25,1.85,16.36000061,92.3948745727539,95.1602783203125,95.11029815673828
2467.97,73.55000305,2493.800049,231.2899933,28.7310009,5648.399902,17713.61914,122.5582,314.131,5.33,21185.1,4.2,3.87,1.76,15.0,140.63937377929688,124.6944808959961,164.61221313476562
2567.12,68.16999817,2636.100098,243.0599976,31.16399956,5762.47998,18189.16992,121.5298,314.851,5.13,21271.8,4.1,3.72,1.63,16.72999954,130.0741729736328,133.60719299316406,135.48410034179688
2690.08,69.26000214,2738.300049,253.5099945,32.65299988,5705.450195,18095.15039,125.0247,315.564,4.83,21323.3,4.1,4.1,1.95,23.15999985,130.69729614257812,128.4176483154297,142.8272247314453
2650.68,68.0,2657.0,245.5899963,30.68499947,6032.379883,19218.16992,126.8114,316.449,4.64,21424.0,4.2,4.36,1.92,13.51000023,128.37667846679688,138.33795166015625,127.32464599609375
2644.07,,,,,,,129.488,,,,,,2.24,17.35000038,141.99630737304688,128.1376953125,164.19090270996094
2709.69,,,,,,,,,,,,,,16.43000031,112.37791442871094,115.28166961669922,109.67853546142578
2894.73,,,,,,,,,,,,,,19.62999916,136.3629608154297,137.7859649658203,139.510498046875
2983.25,,,,,,,,,,,,,,22.28000069,174.65036010742188,194.29502868652344,157.9321746826172
3207.48,,,,,,,,,,,,,,24.70000076,,,
3277.99,,,,,,,,,,,,,,18.56999969,,,
