variant,R2,RMSE,MAE,coverage_90,width_90,mc_T,delta_R2_vs_full,delta_RMSE_vs_full,delta_MAE_vs_full,delta_coverage_90_vs_full,delta_width_90_vs_full
GRU_full,0.9879626035690308,49.92317199707031,37.90907669067383,0.5333333333333333,82.5129603407118,200,0.0,0.0,0.0,0.0,0.0
GRU_no_gpr,0.987733781337738,50.39541244506836,42.79521560668945,0.5555555555555556,79.17046644422743,200,-0.0002288222312927246,0.4722404479980469,4.886138916015625,0.022222222222222254,-3.3424938964843705
