variant,regime,n_samples,R2,RMSE,MAE,coverage_90,width_90
GRU_full,crisis,17,0.9877538084983826,64.87305450439453,51.48722839355469,0.47058823529411764,93.38434053308823
GRU_full,non_crisis,28,0.9745765924453735,38.08346939086914,29.66519546508789,0.5714285714285714,75.91247950962612
GRU_no_gpr,crisis,17,0.989224910736084,60.85190963745117,53.39968490600586,0.4117647058823529,88.79799463608684
GRU_no_gpr,non_crisis,28,0.9678614139556885,42.81862258911133,36.356788635253906,0.6428571428571429,73.32518147059852
